Frequency[GHz],Transmittance
49.38238238238239,-22.861273766597016
49.509509509509506,-23.109197736981045
49.63663663663664,-23.465096164389855
49.76376376376377,-22.06955257948301
49.890890890890894,-19.38418363376912
50.018018018018026,-29.06764370272427
50.14514514514514,-19.91091806256809
50.272272272272275,-16.58913143694759
50.3993993993994,-15.65662477967178
50.52652652652653,-18.720360409459865
50.653653653653656,-25.868086833755658
50.78078078078078,-21.59372301778051
50.90790790790791,-27.2287183177397
51.03503503503504,-19.012025262924322
51.16216216216217,-23.117133287594154
51.28928928928929,-35.42528784108489
51.41641641641642,-18.709394336925275
51.54354354354355,-31.626869130554102
51.670670670670674,-20.720996563506475
51.7977977977978,-20.223455818985002
51.92492492492493,-33.25705153234418
52.05205205205205,-26.585771234702698
52.17917917917919,-22.900040909854393
52.30630630630631,-24.465895659536066
52.433433433433436,-26.176835338224713
52.56056056056057,-17.825084141595383
52.687687687687685,-22.020980451113623
52.814814814814824,-25.094390347783815
52.94194194194194,-22.626369665655517
53.06906906906907,-20.943701271323416
53.1961961961962,-21.26771092200819
53.32332332332332,-21.569650562012782
53.45045045045046,-20.02915898718038
53.57757757757758,-17.820325927111288
53.70470470470471,-23.0179406447775
53.831831831831835,-20.960990093113452
53.95895895895896,-17.16631526346991
54.08608608608609,-21.065766469983025
54.213213213213216,-31.20130886224285
54.34034034034034,-18.803201750730306
54.46746746746747,-22.378618967386874
54.59459459459459,-26.14983809299674
54.72172172172173,-18.99602154007917
54.84884884884885,-26.64705589825965
54.97597597597598,-19.73578146852954
55.10310310310311,-27.20614393405129
55.23023023023023,-30.025393576606465
55.357357357357365,-24.7516081512087
55.48448448448448,-19.75094088182852
55.611611611611615,-20.936832363990018
55.73873873873874,-23.96031485869781
55.865865865865864,-16.17454218719783
55.992992992993,-36.13216486909671
56.12012012012012,-19.607373548975303
56.24724724724725,-24.495905497950655
56.374374374374376,-18.762077165057573
56.50150150150151,-29.83466134877558
56.62862862862863,-17.030918678662456
56.75575575575576,-23.12830047734319
56.88288288288288,-24.721138898321318
57.010010010010014,-19.85830936342193
57.137137137137145,-21.834504496438694
57.26426426426427,-25.609321312780633
57.391391391391394,-17.873783312314522
57.51851851851852,-22.553443905973122
57.64564564564565,-27.820533392189354
57.772772772772775,-17.66326805593637
57.89989989989991,-23.935848779430344
58.027027027027025,-26.245664692662032
58.15415415415416,-20.267449142107175
58.28128128128128,-22.06343999321795
58.40840840840841,-23.02472123988348
58.535535535535544,-16.785820220403526
58.66266266266266,-16.173360976717415
58.7897897897898,-29.554671313820165
58.91691691691692,-17.76182631664719
59.04404404404405,-25.475108717836747
59.171171171171174,-19.077048065548958
59.2982982982983,-22.501512391018174
59.42542542542543,-22.067273580943674
59.552552552552555,-20.695203075249804
59.67967967967969,-20.795053639993647
59.80680680680681,-20.299462043725423
59.933933933933936,-21.23034903772174
60.06106106106107,-18.641055056447694
60.18818818818819,-23.002814484752953
60.31531531531532,-21.838476675152098
60.44244244244245,-23.086434051016514
60.569569569569566,-18.90082624435153
60.696696696696705,-20.7535099187912
60.82382382382382,-37.53036912430907
60.950950950950954,-17.717015908651728
61.078078078078086,-22.440800404142212
61.2052052052052,-24.69982798495192
61.33233233233234,-19.18246876995134
61.45945945945946,-18.787878095551708
61.58658658658659,-19.229412840947834
61.713713713713716,-19.79456718932306
61.84084084084084,-21.824703846165164
61.96796796796797,-23.653797869559586
62.0950950950951,-20.28662641243203
62.22222222222223,-19.994480788880235
62.34934934934935,-24.54930750720701
62.47647647647648,-19.40020928659482
62.60360360360361,-18.16289444290198
62.730730730730734,-31.365951905173816
62.85785785785786,-23.951728896464843
62.98498498498499,-27.663399572749434
63.11211211211211,-24.63609823963769
63.23923923923925,-16.421467326086436
63.366366366366364,-20.656082772427787
63.493493493493496,-32.27465565417022
63.62062062062063,-18.386626883921235
63.74774774774775,-36.222716696472304
63.874874874874884,-21.766350283742874
64.002002002002,-18.058954554307334
64.12912912912913,-24.53828907161356
64.25625625625626,-21.32184669573387
64.38338338338339,-22.731743851667975
64.51051051051051,-25.47280375381819
64.63763763763764,-22.497170367825685
64.76476476476476,-23.166518381869274
64.8918918918919,-19.098328051883456
65.01901901901903,-17.44363199596038
65.14614614614615,-19.62478284997571
65.27327327327328,-17.42455539935081
65.4004004004004,-18.328213152974648
65.52752752752752,-21.214710416123793
65.65465465465466,-17.994199830668556
65.78178178178179,-20.325654994017626
65.90890890890891,-16.628904693602745
66.03603603603605,-21.24864761014344
66.16316316316316,-16.719997193335942
66.2902902902903,-22.78180549753507
66.41741741741743,-26.27084201150298
66.54454454454455,-20.31853601425319
66.67167167167167,-27.478157045840486
66.7987987987988,-19.367760978848395
66.92592592592592,-23.18961398804239
67.05305305305306,-21.086801004336607
67.18018018018017,-23.65984572034266
67.30730730730731,-22.51504955594963
67.43443443443444,-19.92863757280346
67.56156156156156,-17.52993451908384
67.6886886886887,-29.00168194242176
67.81581581581581,-21.374589696503868
67.94294294294295,-34.818727989121925
68.07007007007007,-18.159703095484655
68.1971971971972,-23.198122916679885
68.32432432432432,-58.02722638345521
68.45145145145146,-23.964836327270966
68.57857857857859,-34.049324639108576
68.70570570570571,-22.655348786038545
68.83283283283284,-29.012224446797212
68.95995995995996,-18.212971873704955
69.0870870870871,-27.624559817449246
69.21421421421421,-28.037485894387586
69.34134134134135,-15.978137571500126
69.46846846846847,-26.599933427618005
69.5955955955956,-19.923223632377756
69.72272272272272,-23.89434329042105
69.84984984984986,-16.419107557515318
69.97697697697699,-25.01349527523676
70.1041041041041,-17.606291631077255
70.23123123123123,-20.54713765419318
70.35835835835837,-17.687593053984465
70.4854854854855,-17.486807212241644
70.61261261261261,-18.077768250727356
70.73973973973975,-21.864304351489015
70.86686686686687,-24.029204135864198
70.993993993994,-22.79384256451062
71.12112112112113,-25.506690790070795
71.24824824824825,-19.31753338094154
71.37537537537537,-19.36353669307973
71.50250250250251,-24.458136198110306
71.62962962962965,-19.853667017714095
71.75675675675676,-21.6187590260774
71.88388388388388,-20.99222595068806
72.01101101101102,-15.488917189333382
72.13813813813815,-19.17726673142862
72.26526526526526,-24.617368113944757
72.3923923923924,-30.239031730758743
72.51951951951952,-19.00328893486587
72.64664664664664,-22.0127565603033
72.77377377377378,-21.727857997636253
72.90090090090091,-21.587328718789873
73.02802802802803,-20.217876769378496
73.15515515515516,-20.126263019384233
73.2822822822823,-20.05636277658544
73.4094094094094,-18.480476350488885
73.53653653653653,-25.568680576268047
73.66366366366367,-23.00192654966901
73.7907907907908,-23.803623682837692
73.91791791791792,-17.357048214352762
74.04504504504504,-19.676092409810842
74.17217217217218,-26.423945283809367
74.2992992992993,-18.664123809485922
74.42642642642643,-27.145756606292363
74.55355355355357,-17.056363488993636
74.68068068068068,-18.230867955126616
74.8078078078078,-23.746139104715766
74.93493493493494,-26.81742976234604
75.06206206206208,-22.584096061283244
75.18918918918918,-33.16484577902529
75.31631631631632,-20.043153086636845
75.44344344344346,-16.771445717317373
75.57057057057058,-20.359521528038304
75.69769769769769,-26.49336213383966
75.82482482482483,-21.843480469642948
75.95195195195195,-19.53074017032574
76.07907907907908,-20.034243906632202
76.20620620620622,-20.31641401267832
76.33333333333334,-26.167339447164935
76.46046046046045,-23.652710388819777
76.58758758758759,-24.540241241844445
76.71471471471473,-23.719797517102524
76.84184184184184,-36.07286814990137
76.96896896896897,-20.423570940924346
77.0960960960961,-26.865521474181136
77.22322322322323,-18.893901203338245
77.35035035035034,-19.09343152880477
77.47747747747748,-34.634488402859276
77.60460460460462,-24.339627768256232
77.73173173173173,-18.970052984785614
77.85885885885887,-20.29204281680608
77.98598598598599,-20.526059441329494
78.11311311311312,-17.329972458076732
78.24024024024024,-22.187994685113207
78.36736736736738,-23.858007665421248
78.4944944944945,-24.79179328769108
78.62162162162161,-25.0915428330385
78.74874874874875,-26.60121601292777
78.87587587587589,-23.69741227163754
79.00300300300302,-28.12590137568605
79.13013013013013,-16.424781758930266
79.25725725725727,-22.886803193509277
79.38438438438439,-41.562027572337215
79.51151151151151,-25.4378977847267
79.63863863863865,-21.46293266954009
79.76576576576576,-27.278192480630047
79.89289289289289,-20.358840738596797
80.02002002002003,-23.85976986007861
80.14714714714717,-26.196113607776084
80.27427427427428,-19.599480290671714
80.4014014014014,-37.83001179850528
80.52852852852854,-20.034935018105543
80.65565565565566,-36.34366509021681
80.78278278278277,-30.69410684921152
80.90990990990991,-29.110707221613552
81.03703703703704,-22.30683942510181
81.16416416416416,-24.218758904177825
81.2912912912913,-16.229319459593622
81.41841841841843,-22.77494509662393
81.54554554554555,-26.494340644946234
81.67267267267268,-18.30666488723547
81.79979979979981,-19.56008278202461
81.92692692692692,-17.77167581145793
82.05405405405405,-25.605569542030366
82.18118118118119,-18.362160778109747
82.30830830830833,-18.5098199569829
82.43543543543542,-17.975668990722898
82.56256256256256,-19.990608877023966
82.6896896896897,-19.616711137844938
82.81681681681683,-23.24685683858867
82.94394394394395,-27.67724611917206
83.07107107107107,-26.70532614536019
83.1981981981982,-25.633205470449674
83.32532532532532,-20.371409631858654
83.45245245245246,-22.371237628366785
83.5795795795796,-17.185847295783553
83.7067067067067,-17.244482657940242
83.83383383383384,-20.531295005335636
83.96096096096097,-22.935334569128287
84.0880880880881,-17.761052717671326
84.21521521521521,-25.020930531161937
84.34234234234235,-21.90467615015889
84.46946946946947,-22.416028752933865
84.5965965965966,-26.53604976850348
84.72372372372374,-25.599745072616244
84.85085085085086,-18.317254246561674
84.97797797797797,-22.916404469072447
85.10510510510511,-29.223882588015112
85.23223223223225,-21.60354455686525
85.35935935935936,-30.749375696577765
85.48648648648648,-23.85343896322144
85.61361361361362,-15.476668688610559
85.74074074074075,-19.556931702346773
85.86786786786786,-20.22958065293984
85.994994994995,-19.861597749058664
86.12212212212214,-24.065350777842042
86.24924924924926,-21.622314005461753
86.37637637637638,-19.00388760990223
86.50350350350351,-22.284967081409214
86.63063063063063,-23.62951135491929
86.75775775775776,-19.52688211899573
86.8848848848849,-31.30717038655975
87.01201201201201,-19.859506019696436
87.13913913913913,-27.203780869627998
87.26626626626627,-20.33639730645765
87.39339339339341,-22.087562430824697
87.52052052052053,-19.446650860817375
87.64764764764764,-28.134440324513253
87.77477477477478,-20.07990065370842
87.90190190190191,-17.446197368528043
88.02902902902903,-19.45600748302995
88.15615615615616,-20.807071349512626
88.28328328328328,-19.11530462889616
88.4104104104104,-17.143788347688645
88.53753753753755,-21.97194064224833
88.66466466466468,-20.62067823295445
88.7917917917918,-23.106487292741747
88.91891891891892,-19.057539015207166
89.04604604604606,-20.267997513909304
89.17317317317318,-24.134724016568846
89.3003003003003,-22.497217592476133
89.42742742742743,-23.40764187475161
89.55455455455457,-18.943039544657847
89.68168168168168,-21.306388526626986
89.80880880880882,-19.173234565979737
89.93593593593594,-19.143427909547135
90.06306306306307,-20.820360635225228
90.1901901901902,-25.68406633711026
90.31731731731733,-29.029423931849095
90.44444444444444,-18.564795794589937
90.57157157157157,-19.736793096258765
90.6986986986987,-17.992929844683964
90.82582582582585,-27.947383073572905
90.95295295295294,-28.78266818184857
91.08008008008008,-26.839118363782767
91.20720720720722,-24.83906566455684
91.33433433433434,-28.61583398820466
91.46146146146147,-21.265585263881594
91.58858858858859,-24.26214069645029
91.71571571571572,-28.818718565638328
91.84284284284284,-23.768613183009112
91.96996996996998,-24.575809598818175
92.09709709709712,-27.875944386506074
92.22422422422422,-23.289863566567945
92.35135135135135,-24.912152568959776
92.4784784784785,-20.531764827264766
92.60560560560562,-25.164066384840723
92.73273273273273,-28.643881509999364
92.85985985985987,-30.726760243959124
92.98698698698699,-28.549287958115
93.11411411411412,-20.1900495729939
93.24124124124124,-17.660192880484548
93.36836836836838,-23.67562795271158
93.4954954954955,-16.612093519915238
93.62262262262263,-24.802739685883797
93.74974974974977,-21.45290121222944
93.87687687687688,-18.974858188281797
94.004004004004,-21.43626776180294
94.13113113113114,-19.175895349459704
94.25825825825827,-21.604404703480952
94.38538538538538,-18.187053669350487
94.51251251251252,-26.83036963124912
94.63963963963965,-25.89968749232014
94.76676676676678,-32.27497923562185
94.8938938938939,-22.60125087917388
95.02102102102103,-29.662052842246815
95.14814814814815,-34.23786490598079
95.27527527527528,-22.424589743811833
95.40240240240242,-17.839832476785663
95.52952952952953,-18.514271272636762
95.65665665665665,-31.125770816519843
95.78378378378379,-23.451540123175214
95.91091091091093,-41.250039912365594
96.03803803803805,-20.060664361477897
96.16516516516516,-24.592797600203355
96.2922922922923,-21.899645894845122
96.41941941941943,-18.695761919355093
96.54654654654655,-19.277058706125057
96.67367367367368,-21.95472235035238
96.8008008008008,-22.883131412182635
96.92792792792793,-20.306460868437803
97.05505505505506,-20.980194934836803
97.1821821821822,-19.269832205568427
97.30930930930931,-24.346940845172668
97.43643643643644,-23.433884348489897
97.56356356356358,-21.27300628999209
97.6906906906907,-19.38487233073759
97.81781781781781,-16.281296189211446
97.94494494494495,-17.635261569900383
98.07207207207209,-24.831152228326264
98.1991991991992,-22.314722152779098
98.32632632632632,-19.92009167483793
98.45345345345346,-24.73839402014679
98.58058058058059,-21.829771511993023
98.70770770770771,-21.634771971123747
98.83483483483485,-20.098570912689194
98.96196196196196,-23.041012735240546
99.08908908908909,-39.66073433839261
99.21621621621622,-17.806395410200494
99.34334334334336,-20.8125878024429
99.47047047047046,-22.04621710030409
99.5975975975976,-24.432351446330948
99.72472472472474,-24.274558653753463
99.85185185185186,-32.91626763217407
99.97897897897899,-23.613228917648506
100.10610610610611,-23.700164976686615
100.23323323323324,-23.12471757611776
100.36036036036036,-25.03768573602627
100.4874874874875,-23.676444995653007
100.61461461461462,-19.912760967969184
100.74174174174173,-30.46447903707648
100.86886886886887,-16.28641984552344
100.99599599599601,-23.610206422045756
101.12312312312314,-23.468475822019027
101.25025025025025,-22.07478370434131
101.37737737737739,-21.555290646361552
101.50450450450451,-22.872144017659682
101.63163163163163,-22.400527225215967
101.75875875875876,-24.48370715069432
101.8858858858859,-21.227367457916593
102.01301301301302,-23.176292545546815
102.14014014014015,-23.952253886723852
102.26726726726729,-19.360512731280522
102.3943943943944,-18.80274935127403
102.52152152152152,-20.939438414554825
102.64864864864866,-23.52446100202332
102.77577577577578,-22.3104674224458
102.90290290290291,-22.40381584289718
103.03003003003003,-20.369860496635578
103.15715715715716,-19.472674934531753
103.2842842842843,-23.929763111174893
103.41141141141141,-19.746716700073673
103.53853853853855,-25.77241590455348
103.66566566566567,-22.652023926535946
103.7927927927928,-19.959703817096557
103.91991991991993,-20.175533317712592
104.04704704704704,-21.32821041537136
104.17417417417418,-20.306061380283676
104.30130130130131,-29.576534460949524
104.42842842842843,-31.43365405185638
104.55555555555556,-23.227674056099524
104.68268268268268,-19.128781037257717
104.80980980980982,-22.78891318817366
104.93693693693695,-21.737869504665287
105.06406406406407,-22.62153141686328
105.1911911911912,-20.029052240987788
105.31831831831832,-16.32982311906384
105.44544544544546,-19.208512781587682
105.57257257257258,-20.39924394457291
105.69969969969969,-21.61341619882966
105.82682682682683,-19.537573374848403
105.95395395395396,-20.443339526812476
106.0810810810811,-19.466768771490578
106.20820820820822,-23.166391006610397
106.33533533533533,-38.441385843151025
106.46246246246247,-22.000079048038383
106.5895895895896,-27.71195956789718
106.71671671671673,-21.467846271352784
106.84384384384384,-22.058722957233034
106.97097097097098,-20.218917280775138
107.0980980980981,-37.286038469262714
107.22522522522523,-29.52972563973299
107.35235235235237,-28.30082532816544
107.47947947947948,-21.912854119405516
107.60660660660662,-23.00014204947602
107.73373373373374,-27.507552337959062
107.86086086086087,-17.877919980335083
107.98798798798799,-28.982196364143512
108.11511511511512,-18.365177786376247
108.24224224224226,-27.031180239204076
108.36936936936938,-21.502367527483926
108.49649649649649,-20.284184917176482
108.62362362362363,-20.40902552141395
108.75075075075075,-17.96041230985295
108.87787787787789,-24.703772319959782
109.00500500500502,-31.947516793997938
109.13213213213213,-38.87807255707023
109.25925925925927,-20.53852078527995
109.38638638638639,-16.824334492487786
109.51351351351353,-32.96824621740073
109.64064064064064,-17.331892831008055
109.76776776776777,-26.227429500293407
109.8948948948949,-20.191030786922646
110.02202202202203,-24.52846861050014
110.14914914914917,-17.889295874700395
110.27627627627628,-19.045727065019836
110.4034034034034,-23.216897051377693
110.53053053053054,-26.201876312123815
110.65765765765767,-21.45934056568995
110.78478478478479,-20.686886574460132
110.91191191191191,-22.516539967176495
111.03903903903904,-21.37642478869017
111.16616616616618,-19.02374056745179
111.2932932932933,-23.2624169966518
111.42042042042043,-23.26631433540436
111.54754754754755,-20.087100152326354
111.67467467467468,-19.30419215787518
111.80180180180182,-17.676481410547314
111.92892892892893,-25.427419403996193
112.05605605605606,-16.398267268381087
112.18318318318319,-20.913675972380332
112.31031031031031,-18.556634732113984
112.43743743743745,-25.22300972166847
112.56456456456456,-19.746163756333388
112.6916916916917,-19.181732181045078
112.81881881881883,-32.33087897474813
112.94594594594595,-24.541092899305763
113.07307307307308,-19.223897081588742
113.2002002002002,-28.701352295012867
113.32732732732734,-26.144815622206274
113.45445445445446,-21.003327459454077
113.58158158158157,-17.86457108354837
113.70870870870871,-22.23779031618349
113.83583583583584,-20.098471219151662
113.96296296296298,-21.37848609635845
114.0900900900901,-20.403419570874185
114.21721721721721,-18.066265560002172
114.34434434434435,-27.16218781893765
114.47147147147147,-18.77916847764335
114.59859859859861,-21.10535705763512
114.72572572572572,-21.231050786249202
114.85285285285286,-29.249375084539203
114.97997997997999,-19.14505900031783
115.10710710710711,-23.564871189848713
115.23423423423425,-22.160138298294743
115.36136136136136,-26.999755058788107
115.4884884884885,-23.4569635769798
115.61561561561562,-27.820200686238042
115.74274274274275,-26.22792010889833
115.86986986986987,-27.73165633517367
115.996996996997,-19.15615451393329
116.12412412412414,-28.921420810015427
116.25125125125126,-19.933183298613333
116.37837837837839,-20.17883324072745
116.50550550550551,-20.130651869429812
116.63263263263264,-21.52697244327106
116.75975975975977,-24.044134500160244
116.8868868868869,-36.583301732398496
117.01401401401401,-18.769820806194726
117.14114114114115,-26.025486103526504
117.26826826826827,-24.16406536469879
117.39539539539541,-19.079518827926393
117.52252252252254,-17.818259528476528
117.64964964964965,-23.06659339143983
117.77677677677679,-20.342458972589906
117.90390390390391,-16.314739338835842
118.03103103103105,-19.260902579859735
118.15815815815816,-23.692116630558328
118.28528528528528,-17.66860172378867
118.41241241241242,-24.311035015567196
118.53953953953955,-24.35229874829406
118.66666666666669,-35.4982900200372
118.7937937937938,-16.158173029063043
118.92092092092092,-26.55409418026887
119.04804804804806,-22.212429273585585
119.17517517517518,-29.66132776709277
119.30230230230231,-20.63016143633768
119.42942942942943,-23.932874946700444
119.55655655655656,-21.877576326937913
119.6836836836837,-16.855911355059206
119.8108108108108,-25.613236767813387
119.93793793793795,-18.219204996310744
120.06506506506507,-29.724874743572876
120.1921921921922,-20.221483164825887
120.31931931931933,-23.971029208764772
120.44644644644644,-20.410011946268117
120.57357357357358,-22.29282626601571
120.70070070070071,-19.66992764425583
120.82782782782783,-22.508745870556194
120.95495495495496,-24.401034558875438
121.08208208208208,-23.010350618126793
121.20920920920922,-17.445019158970354
121.33633633633634,-18.292140610698397
121.46346346346347,-22.158828141807877
121.5905905905906,-23.490761998233754
121.71771771771772,-27.938016035846907
121.84484484484486,-16.46830299252368
121.97197197197198,-22.015433996816608
122.0990990990991,-18.345828231669927
122.22622622622623,-18.70611405331274
122.35335335335336,-20.994921664212548
122.4804804804805,-17.370452056802563
122.60760760760762,-23.891368516485144
122.73473473473474,-21.081538603610017
122.86186186186187,-17.758840278368613
122.988988988989,-22.38552474523678
123.11611611611613,-23.08105186588734
123.24324324324324,-16.747330332715748
123.37037037037038,-25.977851825830808
123.4974974974975,-29.99826222974618
123.62462462462463,-24.981938354478906
123.75175175175177,-17.825127409583427
123.87887887887888,-21.97901083866643
124.00600600600602,-18.324777173535047
124.13313313313314,-19.434098031013814
124.26026026026027,-17.57818804773269
124.38738738738739,-22.62541361208018
124.51451451451452,-25.071369250582926
124.64164164164166,-30.750998081154442
124.76876876876878,-16.469036008928487
124.89589589589589,-20.326032400393682
125.02302302302303,-16.385557168746743
125.15015015015015,-23.3435918030553
125.27727727727729,-19.671937650267758
125.40440440440442,-22.799841568472633
125.53153153153153,-16.682092448000358
125.65865865865867,-34.08462189772119
125.78578578578579,-27.40963650154032
125.91291291291293,-17.555611999784986
126.04004004004004,-27.583447446949627
126.16716716716716,-20.44919906800082
126.2942942942943,-19.98487686855412
126.42142142142143,-23.059824491086808
126.54854854854857,-18.853501876954574
126.67567567567568,-17.88451991534806
126.8028028028028,-17.812842359741435
126.92992992992994,-22.913209972182223
127.05705705705707,-21.442582561615204
127.18418418418419,-21.314593866082376
127.31131131131131,-35.14301843142753
127.43843843843844,-33.362951411512725
127.56556556556558,-18.805227845171693
127.6926926926927,-19.215433930449613
127.81981981981983,-16.9384801692533
127.94694694694695,-21.802243912896003
128.07407407407408,-28.521984762934345
128.2012012012012,-26.719492420440552
128.32832832832833,-20.922308962007982
128.45545545545548,-19.618781536067267
128.58258258258257,-17.423526887188796
128.7097097097097,-18.294756546431884
128.83683683683685,-25.471311666845963
128.96396396396398,-18.467616891747465
129.0910910910911,-18.287298189459257
129.21821821821823,-23.39519042163861
129.34534534534535,-21.524529546260297
129.47247247247248,-21.51616191336107
129.5995995995996,-23.926918727942464
129.72672672672672,-27.191569941667456
129.85385385385385,-24.339066064886733
129.980980980981,-20.358148642147505
130.10810810810813,-20.656592809038795
130.23523523523525,-27.32832071367476
130.36236236236238,-18.649476595711846
130.4894894894895,-19.106828261736336
130.61661661661662,-22.860051098522543
130.74374374374375,-30.502348739503446
130.87087087087087,-17.461623010390593
130.997997997998,-15.386680845049831
131.12512512512512,-16.909533598915914
131.25225225225228,-26.884251204324713
131.3793793793794,-19.28157856965261
131.5065065065065,-26.280984904638622
131.63363363363365,-23.735688258915157
131.76076076076077,-30.025538670419117
131.8878878878879,-31.141121334253846
132.01501501501502,-19.87327059445085
132.14214214214215,-19.41068897245129
132.26926926926927,-22.190456098250735
132.3963963963964,-25.5356287475416
132.52352352352355,-19.707815185728126
132.65065065065065,-27.71942763878553
132.77777777777777,-26.544803087110687
132.90490490490492,-21.18268575033423
133.03203203203205,-21.05054354350277
133.15915915915917,-18.745365090532736
133.2862862862863,-17.20332438746107
133.41341341341342,-20.819718933130787
133.54054054054055,-18.954747002495044
133.66766766766767,-32.6635544548791
133.7947947947948,-28.44611519436831
133.92192192192192,-22.745379513136786
134.04904904904905,-17.537232813398035
134.1761761761762,-33.86240130854495
134.3033033033033,-20.576850041629097
134.43043043043045,-17.24808969452091
134.55755755755757,-21.573037165251616
134.6846846846847,-22.31403397871501
134.81181181181182,-17.864378764863314
134.93893893893895,-22.94553226079868
135.06606606606607,-28.824660028504002
135.1931931931932,-17.221985357835198
135.32032032032032,-20.15996209492677
135.44744744744744,-22.493623071427002
135.57457457457457,-28.18405087881526
135.70170170170172,-17.911954634988973
135.82882882882885,-23.293667979446255
135.95595595595594,-30.31457238069613
136.0830830830831,-19.446262755051617
136.21021021021022,-23.775349816401047
136.33733733733735,-19.08114468130925
136.46446446446447,-22.43106764188768
136.5915915915916,-35.82231342785584
136.71871871871872,-16.258547296879243
136.84584584584584,-22.415933265404256
136.972972972973,-22.59004652112558
137.1001001001001,-22.97857417585608
137.22722722722722,-21.60739806185658
137.35435435435437,-18.468341390602582
137.4814814814815,-25.276732903369666
137.60860860860862,-19.404742230183253
137.73573573573572,-18.11737055453597
137.86286286286287,-21.567397594123285
137.98998998999,-26.643461142397665
138.11711711711715,-22.831698252753387
138.24424424424427,-20.481972306466684
138.37137137137137,-20.512396184890154
