Frequency[GHz],Transmittance_p,Transmittance_s
44.17017017017017,-0.9416393258825788,-0.5860592741929934
44.2972972972973,-0.8684285658833779,-0.6685086042305154
44.42442442442442,-0.7968856531336992,-0.7546224572742998
44.551551551551555,-0.7271998395817737,-0.8440383057291911
44.678678678678686,-0.6595636780687136,-0.936399170023746
44.805805805805804,-0.5941720934579047,-1.0313561838173717
44.932932932932935,-0.5312213347569339,-1.128570748374175
45.06006006006006,-0.47090781109399527,-1.2277162886515056
45.18718718718719,-0.4134268174869883,-1.3284796327770092
45.314314314314316,-0.3589711597103761,-1.4305620432384536
45.44144144144144,-0.30772969113458015,-1.533679932499422
45.56856856856857,-0.25988577807056623,-1.6375652981687419
45.6956956956957,-0.2156157137591881,-1.7419659136180448
45.82282282282283,-0.1750871045404238,-1.8466453093945392
45.94994994994995,-0.13845725474749254,-1.9513825792305237
46.077077077077085,-0.10587157931559037,-2.055972042198716
46.20420420420421,-0.07746207480196361,-2.160222789848485
46.331331331331334,-0.05334588032853936,-2.2639581441930106
46.45845845845846,-0.033623959757654344,-2.3670150493640425
46.58558558558559,-0.018379935116711543,-2.469243416737514
46.712712712712715,-0.007679098873162104,-2.570505440450469
46.83983983983985,-0.0015676291622675664,-2.6706748975409713
46.966966966966964,-7.202758441797298e-05,-2.769636444485777
47.094094094094096,-0.003198793874355922,-2.86728491970653
47.22122122122123,-0.010934345812358111,-2.9635246596664007
47.34834834834835,-0.023245186448431855,-3.0582688344837177
47.475475475475484,-0.04007831431997859,-3.1514388075303224
47.6026026026026,-0.06136186614323704,-3.2429635222457383
47.72972972972973,-0.08700597571786328,-3.3327789183618153
47.85685685685686,-0.11690382774032808,-3.420827378875021
47.98398398398399,-0.15093288106964442,-3.5070572084048486
48.111111111111114,-0.18895623286462565,-3.5914221430143156
48.23823823823824,-0.23082409299215897,-3.673880891125219
48.36536536536537,-0.2763753372031125,-3.754396704817297
48.492492492492495,-0.32543910774176077,-3.8329369805414197
48.61961961961963,-0.37783643120012766,-3.909472888089053
48.74674674674675,-0.4333818254148075,-3.9839790265297603
48.873873873873876,-0.4918848698684639,-4.056433105745617
49.001001001001,-0.5531517172247302,-4.126815652147135
49.12812812812813,-0.6169865271144644,-4.195109737140722
49.25525525525526,-0.6831928069339366,-4.261300726927772
49.38238238238239,-0.7515746480567992,-4.325376052243231
49.509509509509506,-0.8219378493714623,-4.3873249966834305
49.63663663663664,-0.8940909233283844,-4.447138502324625
49.76376376376377,-0.9678459826399206,-4.504808991392878
49.890890890890894,-1.0430195083667886,-4.560330202809035
50.018018018018026,-1.119433002322305,-4.613697042498681
50.14514514514514,-1.1969135285219756,-4.664905446423905
50.272272272272275,-1.2752941498114385,-4.713952255360815
50.3993993993994,-1.3544142668439694,-4.760835100512171
50.52652652652653,-1.4341198672832547,-4.805552299109076
50.653653653653656,-1.5142636935155993,-4.848102759217066
50.78078078078078,-1.5947053373113642,-4.888485893021533
50.90790790790791,-1.6753112698197619,-4.92670153792376
51.03503503503504,-1.7559548150550661,-4.962749884832523
51.16216216216217,-1.836516074675127,-4.996631413086892
51.28928928928929,-1.9168818113979482,-5.02834683149366
51.41641641641642,-1.9969452978803828,-5.05789702500782
51.54354354354355,-2.0766061373207885,-5.085283006626686
51.670670670670674,-2.155770061465429,-5.110505874107955
51.7977977977978,-2.2343487111155746,-5.133566771159172
51.92492492492493,-2.312259403661133,-5.154466852781025
52.05205205205205,-2.3894248916186434,-5.173207254479583
52.17917917917919,-2.465773115633458,-5.189789065093612
52.30630630630631,-2.54123695492341,-5.20421330301197
52.433433433433436,-2.6157539776976106,-5.216480895583853
52.56056056056057,-2.689266193679071,-5.226592661550404
52.687687687687685,-2.7617198104962397,-5.234549296351412
52.814814814814824,-2.8330649953827147,-5.240351360184144
52.94194194194194,-2.90325564333658,-5.243999268714644
53.06906906906907,-2.972249152638376,-5.24549328636353
53.1961961961962,-3.040006208406338,-5.244833522110151
53.32332332332332,-3.1064905746780096,-5.242019927779785
53.45045045045046,-3.171668895345187,-5.23705229879961
53.57757757757758,-3.235510504130914,-5.229930277429755
53.70470470470471,-3.2979872436824147,-5.220653358496506
53.831831831831835,-3.359073293757262,-5.209220897675757
53.95895895895896,-3.4187450084017628,-5.195632122396162
54.08608608608609,-3.4769807619569963,-5.179886145453116
54.213213213213216,-3.5337608036771453,-5.1619819814474415
54.34034034034034,-3.589067120705934,-5.141918566185924
54.46746746746747,-3.64288330912732,-5.119694779205236
54.59459459459459,-3.695194452785609,-5.095309469606329
54.72172172172173,-3.7459870095556425,-5.068761485413456
54.84884884884885,-3.7952487047356396,-5.040049706700211
54.97597597597598,-3.842968431231638,-5.009173082755259
55.10310310310311,-3.889136156202918,-4.976130673592466
55.23023023023023,-3.933742833841747,-4.940921696144108
55.357357357357365,-3.9767803239670547,-4.903545575512203
55.48448448448448,-4.0182413161200765,-4.864002001691752
55.611611611611615,-4.058119258860301,-4.822290992220696
55.73873873873874,-4.096408293971117,-4.778412961255501
55.865865865865864,-4.133103195296912,-4.732368795617848
55.992992992993,-4.168199311946182,-4.684159938407507
56.12012012012012,-4.20169251560829,-4.633788480828992
56.24724724724725,-4.233579151745104,-4.581257262934803
56.374374374374376,-4.263855994432046,-4.526569984046679
56.50150150150151,-4.2925202046364195,-4.469731323676736
56.62862862862863,-4.319569291734402,-4.4107470738338925
56.75575575575576,-4.345001078080676,-4.3496242836661185
56.88288288288288,-4.368813666457616,-4.286371417455693
57.010010010010014,-4.391005410243261,-4.22099852705161
57.137137137137145,-4.411574886149295,-4.153517439889974
57.26426426426427,-4.430520869391863,-4.083941963817826
57.391391391391394,-4.447842311169431,-4.012288109996634
57.51851851851852,-4.463538318332723,-3.938574335216649
57.64564564564565,-4.477608135142353,-3.862821804999545
57.772772772772775,-4.4900511270199726,-3.785054678900266
57.89989989989991,-4.5008667662087,-3.7053004194367523
58.027027027027025,-4.510054619268119,-3.623590126071861
58.15415415415416,-4.517614336338446,-3.5399588956397117
58.28128128128128,-4.523545642117687,-3.4544462105419487
58.40840840840841,-4.527848328504287,-3.367096355928459
58.535535535535544,-4.530522248866465,-3.277958866913
58.66266266266266,-4.531567313908147,-3.1870890066438315
58.7897897897898,-4.530983489109512,-3.09454827574108
58.91691691691692,-4.5287707937286985,-3.000404953209312
59.04404404404405,-4.524929301359368,-2.904734668420125
59.171171171171174,-4.519459142047052,-2.807621003115719
59.2982982982983,-4.512360505975541,-2.7091561215909565
59.42542542542543,-4.5036336487427,-2.609441426247111
59.552552552552555,-4.493278898253674,-2.5085882345535095
59.67967967967969,-4.4812966632676785,-2.406718472083046
59.80680680680681,-4.467687443643457,-2.303965374685722
59.933933933933936,-4.452451842337075,-2.200474191014532
60.06106106106107,-4.435590579214849,-2.0964028745130285
60.18818818818819,-4.4171045067534305,-1.9919227516138738
60.31531531531532,-4.396994627708545,-1.8872191502944697
60.44244244244245,-4.375262114843778,-1.7824919703231208
60.569569569569566,-4.3519083328207895,-1.6779561735563844
60.696696696696705,-4.326934862362916,-1.5738421695977831
60.82382382382382,-4.300343526814906,-1.4703960691112679
60.950950950950954,-4.272136421232633,-1.367879774249331
61.078078078078086,-4.242315944148229,-1.2665708731972574
61.2052052052052,-4.210884832168061,-1.1667623039834065
61.33233233233234,-4.177846197573042,-1.0687617517350017
61.45945945945946,-4.143203569103621,-0.9728907437776413
61.58658658658659,-4.106960936124461,-0.8794834087131633
61.713713713713716,-4.06912279637716,-0.78888486919795
61.84084084084084,-4.029694207542583,-0.7014492438875513
61.96796796796797,-3.9886808428479084,-0.6175372421622388
62.0950950950951,-3.9460890509668785,-0.5375133459451694
62.22222222222223,-3.9019259204749357,-0.461742586168366
62.34934934934935,-3.8561993491341546,-0.390586937035784
62.47647647647648,-3.808918118294828,-0.32440136874895287
62.60360360360361,-3.7600919727126265,-0.2635296181167232
62.730730730730734,-3.7097317060904027,-0.20829975552509522
62.85785785785786,-3.6578492526627877,-0.15901964492395693
62.98498498498499,-3.604457785148813,-0.11597240945995554
63.11211211211211,-3.5495718194023307,-0.07941202774091474
63.23923923923925,-3.49320732609141,-0.049559193114688524
63.366366366366364,-3.4353818497358315,-0.026597569649236225
63.493493493493496,-3.3761146354246803,-0.01067057293493246
63.62062062062063,-3.3154267635237176,-0.0018787911085756202
63.74774774774775,-3.253341292663051,-0.00027814190973575367
63.874874874874884,-3.1898834112687586,-0.005878836015257308
64.002002002002,-3.1250805978656433,-0.018645186804449806
64.12912912912913,-3.0589627903314742,-0.038496273972667354
64.25625625625626,-2.9915625642233348,-0.06530743518386646
64.38338338338339,-2.922915320222109,-0.09891252843268816
64.51051051051051,-2.8530594806510963,-0.13910688000113297
64.63763763763764,-2.782036694914145,-0.18565081050601184
64.76476476476476,-2.7098920535680984,-0.23827361568850064
64.8918918918919,-2.6366743105891954,-0.29667786985452765
65.01901901901903,-2.5624361132110947,-0.36054391819551496
65.14614614614615,-2.4872342385012476,-0.4295344290307512
65.27327327327328,-2.411129835599251,-0.5032988873227753
65.4004004004004,-2.334188672262896,-0.5814779253556326
65.52752752752752,-2.2564813840532487,-0.6637074038372971
65.65465465465466,-2.178083724136796,-0.7496221755101913
65.78178178178179,-2.0990768112898963,-0.8388594823731415
65.90890890890891,-2.0195473732578777,-0.9310619557851145
66.03603603603605,-1.9395879821491933,-1.0258802052371074
66.16316316316316,-1.8592972780370478,-1.1229749959033692
66.2902902902903,-1.7787801764002207,-1.2220190269229614
66.41741741741743,-1.6981480544699654,-1.3226983316328897
66.54454454454455,-1.6175189109684454,-1.4247133277616533
66.67167167167167,-1.5370174931407352,-1.5277795501020366
66.7987987987988,-1.4567753844124653,-1.6316281007006317
66.92592592592592,-1.3769310454691168,-1.736005852453897
67.05305305305306,-1.2976298010772007,-1.8406754415175917
67.18018018018017,-1.2190237645778415,-1.945415082442075
67.30730730730731,-1.1412716917175678,-2.050018237724584
67.43443443443444,-1.0645387553725911,-2.1542931707770125
67.56156156156156,-0.9889962328143376,-2.2580624083521843
67.6886886886887,-0.9148210974968035,-2.3611621354189767
67.81581581581581,-0.8421955079627523,-2.463441542458688
67.94294294294295,-0.7713061874055794,-2.5647621422626923
68.07007007007007,-0.702343688722733,-2.6649970706101174
68.1971971971972,-0.6355015415801621,-2.7640303827340857
68.32432432432432,-0.5709752800909504,-2.8617563552654213
68.45145145145146,-0.508961352192805,-2.9580788013807373
68.57857857857859,-0.44965591466783383,-3.0529104051706413
68.70570570570571,-0.3932535209379586,-3.1461720797736046
68.83283283283284,-0.3399457122220796,-3.237792352570981
68.95995995995996,-0.28991952625700285,-3.3277067796920923
69.0870870870871,-0.24335594144128408,-3.415857391210943
69.21421421421421,-0.2004282778103514,-3.50219216770886
69.34134134134135,-0.16130057952704682,-3.5866645483081467
69.46846846846847,-0.1261260063971591,-3.6692329698311745
69.5955955955956,-0.09504526411446962,-3.749860436391745
69.72272272272272,-0.06818510433913119,-3.828514118461519
69.84984984984986,-0.045656926170210596,-3.905164980262602
69.97697697697699,-0.02755550998108946,-3.9797874342041206
70.1041041041041,-0.01395791288410218,-4.052359020995639
70.23123123123123,-0.0049225522745882985,-4.122860114023135
70.35835835835837,-0.0004885000317881179,-4.191273646558117
70.4854854854855,-0.0006750051455597146,-4.25758486037863
70.61261261261261,-0.005481256971993552,-4.321781074408134
70.73973973973975,-0.014886395224393433,-4.383851472019166
70.86686686686687,-0.028849766441164465,-4.443786905700319
70.993993993994,-0.04731142031870295,-4.501579717843509
71.12112112112113,-0.07019283323420755,-4.557223576471569
71.24824824824825,-0.09739784077067626,-4.610713324792318
71.37537537537537,-0.1288137563174805,-4.662044843532136
71.50250250250251,-0.16431264902884457,-4.711214925069057
71.62962962962965,-0.20375275169484588,-4.758221158451236
71.75675675675676,-0.24697996746775897,-4.8030618244509
71.88388388388388,-0.2938294438819958,-4.8457357998659205
72.01101101101102,-0.34412718314368257,-4.886242470340429
72.13813813813815,-0.39769165913474036,-4.9245816510326605
72.26526526526526,-0.45433541382913084,-4.960753514512113
72.3923923923924,-0.5138666086869577,-4.99475852531872
72.51951951951952,-0.576090509896455,-5.026597380664828
72.64664664664664,-0.6408108898982114,-5.056270956805991
72.77377377377378,-0.7078313312842683,-5.083780260648779
72.90090090090091,-0.7769564227723917,-5.1091263862036875
73.02802802802803,-0.8479928403901531,-5.132310475528627
73.15515515515516,-0.9207503101692399,-5.153333683843403
73.2822822822823,-0.9950424514798423,-5.172197148528582
73.4094094094094,-1.0706875025848903,-5.188901961753029
73.53653653653653,-1.147508932045406,-5.2034491465036705
73.66366366366367,-1.2253359412597662,-5.215839635818606
73.7907907907908,-1.304003864688648,-5.226074255050664
73.91791791791792,-1.3833544752301654,-5.234153707013755
74.04504504504504,-1.46323620280107,-5.24007855988775
74.17217217217218,-1.5435042744922964,-5.243849237780886
74.2992992992993,-1.6240207847404518,-5.245466013870555
74.42642642642643,-1.704654703834691,-5.244929006065025
74.55355355355357,-1.785281832800608,-5.242238175149776
74.68068068068068,-1.8657847123056273,-5.237393325402705
74.8078078078078,-1.9460524927486589,-5.230394107683642
74.93493493493494,-2.02598077215658,-5.221240025023794
75.06206206206208,-2.1054714079387997,-5.209930440762241
75.18918918918918,-2.1844323079673735,-5.196464589297483
75.31631631631632,-2.2627772058694955,-5.180841589544088
75.44344344344346,-2.3404254248557304,-5.16306046120695
75.57057057057058,-2.417301633869603,-5.14312014400888
75.69769769769769,-2.4933355993385944,-5.121019520031709
75.82482482482483,-2.5684619353376914,-5.096757439356546
75.95195195195195,-2.642619854547192,-5.070332749215681
76.07907907907908,-2.7157529219968124,-5.041744326896811
76.20620620620622,-2.787808813237807,-5.010991116670737
76.33333333333334,-2.858739078273736,-4.97807217104506
76.46046046046045,-2.9284989123054457,-4.942986696680773
76.58758758758759,-2.9970469341053168,-4.905734105344532
76.71471471471473,-3.064344972627207,-4.8663140703082295
76.84184184184184,-3.13035786227928,-4.824726588648164
76.96896896896897,-3.195053247133383,-4.7809720499401855
77.0960960960961,-3.25840139421579,-4.7350513118935265
77.22322322322323,-3.320375015915577,-4.6869657835156335
77.35035035035034,-3.380949101457988,-4.636717516452173
77.47747747747748,-3.440100757316632,-4.584309305202289
77.60460460460462,-3.4978090563801487,-4.529744796966736
77.73173173173173,-3.55405489564272,-4.473028611947324
77.85885885885887,-3.6088208621524953,-4.414166474979526
77.98598598598599,-3.6620911069251023,-4.353165359444986
78.11311311311312,-3.7138512265120243,-4.2900336444771865
78.24024024024024,-3.7640881519004203,-4.224781286540641
78.36736736736738,-3.8127900444154057,-4.157420006530849
78.4944944944945,-3.859946198293349,-4.08796349360663
78.62162162162161,-3.9055469495967774,-4.0164276270278085
78.74874874874875,-3.9495835911460944,-3.9428307173266925
78.87587587587589,-3.992048293150687,-3.867193768188126
79.00300300300302,-4.032934029231018,-3.789540760447786
79.13013013013013,-4.072234507533899,-3.709898959636812
79.25725725725727,-4.109944106654815,-3.6282992484979104
79.38438438438439,-4.146057816093521,-3.5447764858681556
79.51151151151151,-4.180571180982415,-3.459369893258471
79.63863863863865,-4.213480250840081,-3.3721234703523217
79.76576576576576,-4.24478153211603,-3.2830864404849613
79.89289289289289,-4.27447194430628,-3.1923137269383286
80.02002002002003,-4.302548779432342,-3.099866460583407
80.14714714714717,-4.329009664689703,-3.0058125190044063
80.27427427427428,-4.353852528084529,-2.9102270967318846
80.4014014014014,-4.377075566890065,-2.8131933055764176
80.52852852852854,-4.398677218766231,-2.714802803270201
80.65565565565566,-4.418656135398047,-2.6151564476692735
80.78278278278277,-4.437011158519828,-2.514364972624276
80.90990990990991,-4.45374129820337,-2.4125496802700614
81.03703703703704,-4.4688457132989585,-2.309843142895759
81.16416416416416,-4.482323693928739,-2.20638990572208
81.2912912912913,-4.494174645941765,-2.102347179822199
81.41841841841843,-4.504398077250041,-1.9978855120765282
81.54554554554555,-4.512993585974339,-1.8931894164619472
81.67267267267268,-4.5199608503376245,-1.7884579481742349
81.79979979979981,-4.525299620253239,-1.683905199116675
81.92692692692692,-4.529009710563413,-1.579760690239327
82.05405405405405,-4.531090995892603,-1.476269633190765
82.18118118118119,-4.531543407088369,-1.3736930308958306
82.30830830830833,-4.530366929231105,-1.2723075841870581
82.43543543543542,-4.527561601201986,-1.1724053697240608
82.56256256256256,-4.523127516806903,-1.074293253406876
82.6896896896897,-4.51706482746234,-0.9782920036317855
82.81681681681683,-4.509373746457349,-0.8847350703779215
82.94394394394395,-4.500054554814187,-0.7939669995874475
83.07107107107107,-4.489107608778488,-0.7063414579152649
83.1981981981982,-4.476533348978448,-0.6222188509303268
83.32532532532532,-4.462332311301164,-0.5419635284015148
83.45245245245246,-4.4465051395430875,-0.46594058340253497
83.5795795795796,-4.429052599900764,-0.3945122674392033
83.7067067067067,-4.409975597377233,-0.32803406122531864
83.83383383383384,-4.389275194189207,-0.26685045944181907
83.96096096096097,-4.366952630269981,-0.21129054688027757
84.0880880880881,-4.343009345973284,-0.16166346163777845
84.21521521521521,-4.317447007093925,-0.11825385716573716
84.34234234234235,-4.290267532331896,-0.08131748757513274
84.46946946946947,-4.2614731233381145,-0.05107704831380697
84.5965965965966,-4.231066297491371,-0.027718406007545788
84.72372372372374,-4.199049923568391,-0.01138734609533663
84.85085085085086,-4.165427260481122,-0.0021869545734216557
84.97797797797797,-4.13020199926812,-0.00017573094699186053
85.10510510510511,-4.093378308539845,-0.005366504230144819
85.23223223223225,-4.0549608835911854,-0.017726193952292496
85.35935935935936,-4.014954999407478,-0.03717642548863986
85.48648648648648,-3.9733665678041024,-0.0635949757738038
85.61361361361362,-3.930202198953042,-0.09681799378298178
85.74074074074075,-3.885469267562827,-0.1366429121180942
85.86786786786786,-3.8391759839912036,-0.18283194330342656
85.994994994995,-3.7913314705820316,-0.2351160381568509
86.12212212212214,-3.741945843528976,-0.2931991744508474
86.24924924924926,-3.691030300578708,-0.356762842006469
86.37637637637638,-3.638597214894464,-0.4254705948286549
86.50350350350351,-3.584660235407322,-0.49897255091993764
86.63063063063063,-3.5292343939857225,-0.576909734744422
86.75775775775776,-3.4723362197542085,-0.6589181745615159
86.8848848848849,-3.4139838608884965,-0.7446326856241352
87.01201201201201,-3.3541972142050858,-0.8336902892747461
87.13913913913913,-3.292998062848943,-0.9257332362123155
87.26626626626627,-3.2304102223609856,-1.0204116188299217
87.39339339339341,-3.166459695376931,-1.117385571982994
87.52052052052053,-3.101174835168932,-1.2163270735332916
87.64764764764764,-3.0345865181902436,-1.3169213654299456
87.77477477477478,-2.9667283257181056,-1.418868023012807
87.90190190190191,-2.8976367346103435,-1.5218817048564781
88.02902902902903,-2.827351317093392,-1.625692618097304
88.15615615615616,-2.7559149493826713,-1.7300467351225373
88.28328328328328,-2.683374028796248,-1.8347057970874712
88.4104104104104,-2.6097786988584875,-1.939447138279267
88.53753753753755,-2.5351830816983085,-2.0440633631603813
88.66466466466468,-2.4596455168240814,-2.1483619052527545
88.7917917917918,-2.383228805101668,-2.2521644940776615
88.91891891891892,-2.3060004564715437,-2.3553065533161837
89.04604604604606,-2.228032939612203,-2.45763655033176
89.17317317317318,-2.1494039313896107,-2.559015314295068
89.3003003003003,-2.0701965635250668,-2.659315337438273
89.42742742742743,-1.9904996634664582,-2.7584200714811162
89.55455455455457,-1.9104079859626502,-2.856223229037292
89.68168168168168,-1.8300224313199918,-2.952628097833196
89.80880880880882,-1.7494502457694916,-3.047546873845817
89.93593593593594,-1.6688051988016273,-3.140900017982424
90.06306306306307,-1.5882077317410475,-3.2326156396638064
90.1901901901902,-1.5077850712533183,-3.322628909614293
90.31731731731733,-1.4276713009159865,-3.410881503284976
90.44444444444444,-1.348007383468074,-3.4973210756210342
90.57157157157157,-1.2689411259047378,-3.5819007673071135
90.6986986986987,-1.190627079235194,-3.6645787421682376
90.82582582582585,-1.113226364508466,-3.7453177550501673
90.95295295295294,-1.036906416671406,-3.824084749235268
91.08008008008008,-0.9618406379976047,-3.9008504822540644
91.20720720720722,-0.888207953257243,-3.9755891788164917
91.33433433433434,-0.8161922595270008,-4.048278209499633
91.46146146146147,-0.7459817646068736,-4.1188977937791424
91.58858858858859,-0.6777682094462844,-4.187430725975407
91.71571571571572,-0.611745971810782,-4.253862122691919
91.84284284284284,-0.5481110506498031,-4.31817919035001
91.96996996996998,-0.4870599332486666,-4.380371011464242
92.09709709709712,-0.4287883502333711,-4.440428348353699
92.22422422422422,-0.3734899267922242,-4.4983434630427706
92.35135135135135,-0.3213547420027851,-4.554109952167867
92.4784784784785,-0.2725678117996911,-4.607722595772074
92.60560560560562,-0.22730751475429484,-4.659177218937428
92.73273273273273,-0.18574398330751823,-4.708470565270609
92.85985985985987,-0.14803748622954188,-4.755600181324442
92.98698698698699,-0.11433683069659628,-4.800564311101615
93.11411411411412,-0.08477781429889708,-4.84336179984931
93.24124124124124,-0.05948175836545996,-4.883992006412831
93.36836836836838,-0.03855415407686638,-4.922454723473295
93.4954954954955,-0.022083451845279784,-4.958750105048496
93.62262262262263,-0.0101400223308149,-4.992878600686701
93.74974974974977,-0.0027753142524149584,-5.024840895831735
93.87687687687688,-2.1229921416063094e-05,-5.054637857882608
94.004004004004,-0.001889734318284797,-5.082270487513766
94.13113113113114,-0.008372707745561711,-5.1077398748617275
94.25825825825827,-0.019442045864270292,-5.131047160221503
94.38538538538538,-0.03505000452749432,-5.1521934989314
94.51251251251252,-0.055129780545206744,-5.171180030157596
94.63963963963965,-0.07959631362329872,-5.188007849321253
94.76676676676678,-0.1083472894648485,-5.202677983939962
94.8938938938939,-0.14126431961075403,-5.215191372683132
95.02102102102103,-0.17821427018225133,-5.22554884746707
95.14814814814815,-0.21905070936360593,-5.233751118440539
95.27527527527528,-0.26361544225844646,-5.239798761735377
95.40240240240242,-0.3117401016377743,-5.243692209879746
95.52952952952953,-0.36324776398971037,-5.2454317447937076
95.65665665665665,-0.417954562053158,-5.245017493308483
95.78378378378379,-0.4756712675146535,-5.242449425171705
95.91091091091093,-0.5362048205954203,-5.237727353522046
96.03803803803805,-0.599359786674353,-5.230850937837161
96.16516516516516,-0.6649397237095456,-5.221819689379612
96.2922922922923,-0.7327484478765396,-5.2106329791865456
96.41941941941943,-0.8025911883987181,-5.197290048670001
96.54654654654655,-0.8742756258916297,-5.181790022916566
96.67367367367368,-0.9476128115926854,-5.164131926797612
96.8008008008008,-1.0224179675430698,-5.144314704024478
96.92792792792793,-1.098511170094424,-5.122337239307424
97.05505505505506,-1.1757179210181885,-5.098198383802352
97.1821821821822,-1.2538696120052606,-5.071896984056361
97.30930930930931,-1.3328038894793433,-5.043431914691189
97.43643643643644,-1.412364927438619,-5.0128021150936615
97.56356356356358,-1.4924036165255707,-4.980006630414195
97.6906906906907,-1.5727776777452283,-4.945044657207876
97.81781781781781,-1.6533517092494685,-4.907915594089118
97.94494494494495,-1.7339971744217062,-4.868619097808947
98.07207207207209,-1.8145923391710994,-4.827155145205023
98.1991991991992,-1.8950221659137858,-4.783524101518134
98.32632632632632,-1.9751781712125558,-4.737726795615075
98.45345345345346,-2.0549582534920687,-4.689764602707426
98.58058058058059,-2.134266496669362,-4.6396395352074125
98.70770770770771,-2.2130129549543125,-4.587354342417458
98.83483483483485,-2.2911134234995494,-4.532912619807842
98.96196196196196,-2.368489199024138,-4.4763189286974425
99.08908908908909,-2.445066834008715,-4.4175789272155335
99.21621621621622,-2.52077788756695,-4.356699513487824
99.34334334334336,-2.5955586756438604,-4.293688982056031
